P_File,TF_File
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20211116T145807Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20211116T145807Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20211116T143452Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20211116T143452Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20211116T151636Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20211116T151636Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20211116T152807Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20211116T152807Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211116T143218Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211116T143218Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210907T141736Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T141736Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T183908Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T183908Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T195724Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T195724Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20211116T144053Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20211116T144053Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20211116T144912Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20211116T144912Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20211116T144137Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20211116T144137Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20211116T145741Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20211116T145741Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20211116T145748Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20211116T145748Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20211116T145451Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20211116T145451Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211116T153036Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211116T153036Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210922T175746Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210922T175746Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T164842Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T164842Z
NEON.D07.MLBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T180711Z,NEON.D07.MLBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T180711Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-01.basic.20211116T144354Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20211116T144354Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-02.basic.20211116T152345Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20211116T152345Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-03.basic.20211116T145657Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20211116T145657Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-04.basic.20211116T144425Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20211116T144425Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-05.basic.20211116T145806Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20211116T145806Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-06.basic.20211116T153014Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20211116T153014Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-07.basic.20211116T150519Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211116T150519Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-08.basic.20210907T163659Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T163659Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-09.basic.20211004T180033Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T180033Z
NEON.D07.ORNL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-10.basic.20211105T192253Z,NEON.D07.ORNL.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T192253Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210319T165234Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T165234Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210319T165107Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210319T165107Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210412T164832Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210412T164832Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210614T173102Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210614T173102Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T165327Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T165327Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20211102T190819Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20211102T190819Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211102T191036Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211102T191036Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20211102T183814Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20211102T183814Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211102T182553Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211102T182553Z
NEON.D08.DELA.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T180320Z,NEON.D08.DELA.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T180320Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210315T183549Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210315T183549Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210315T172141Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210315T172141Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210404T194341Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T194341Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210504T182622Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T182622Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T181318Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T181318Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20211102T184705Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20211102T184705Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211102T182752Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211102T182752Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20211102T184112Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20211102T184112Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211102T181533Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211102T181533Z
NEON.D08.LENO.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T190507Z,NEON.D08.LENO.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T190507Z
NEON.D08.TALL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-01.basic.20210319T185939Z,NEON.D08.TALL.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T185939Z
NEON.D08.TALL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-02.basic.20210315T172405Z,NEON.D08.TALL.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210315T172405Z
NEON.D08.TALL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-03.basic.20210404T181537Z,NEON.D08.TALL.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T181537Z
NEON.D08.TALL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-04.basic.20210504T174215Z,NEON.D08.TALL.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T174215Z
NEON.D08.TALL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-05.basic.20210628T191707Z,NEON.D08.TALL.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210628T191707Z
NEON.D08.TALL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-06.basic.20210712T221323Z,NEON.D08.TALL.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210712T221323Z
NEON.D08.TALL.DP1.00006.001.900.000.030.PRIPRE_30min.2021-07.basic.20210804T162135Z,NEON.D08.TALL.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210804T162135Z
